,C1_OBJ_NM,C2_NM,DT,C1_NM,UNIT_NM,C3_NM,ITM_ID,TBL_ID,ITM_NM,C3_OBJ_NM,C2_OBJ_NM,TBL_NM
530,특성별,1순위,2,독립유공자,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
531,특성별,1순위,2.5,독립유공자,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
532,특성별,1순위,57.9,독립유공자,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
533,특성별,1순위,64,독립유공자,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
534,특성별,1순위,1.1,독립유공자,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
535,특성별,1순위,0.8,독립유공자,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
536,특성별,1순위,7.4,독립유공자,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
537,특성별,1순위,6.9,독립유공자,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
538,특성별,1순위,0.9,독립유공자,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
539,특성별,1순위,0.5,독립유공자,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
540,특성별,1순위,3.8,독립유공자,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
541,특성별,1순위,2.2,독립유공자,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
542,특성별,1순위,4.8,독립유공자,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
543,특성별,1순위,3.9,독립유공자,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
544,특성별,2순위,5.2,독립유공자,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
545,특성별,2순위,2.9,독립유공자,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
546,특성별,2순위,3.9,독립유공자,%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
547,특성별,2순위,3.7,독립유공자,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
548,특성별,2순위,3.2,독립유공자,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
549,특성별,2순위,1.8,독립유공자,%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
550,특성별,2순위,27.1,독립유공자,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
551,특성별,2순위,37.9,독립유공자,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
552,특성별,2순위,48.8,독립유공자,%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
553,특성별,2순위,9.3,독립유공자,%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
554,특성별,2순위,37,독립유공자,%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
555,특성별,2순위,2.5,독립유공자,%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
556,특성별,2순위,0.4,독립유공자,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
557,특성별,2순위,0.5,독립유공자,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
558,특성별,2순위,0,독립유공자,%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
559,특성별,2순위,1.1,독립유공자,%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
560,특성별,2순위,13.4,독립유공자,%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
561,특성별,2순위,0.4,독립유공자,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
562,특성별,2순위,1,독립유공자,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
563,특성별,2순위,0.3,독립유공자,%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
564,특성별,2순위,9,독립유공자,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
565,특성별,2순위,11,독립유공자,%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
566,특성별,2순위,2.5,독립유공자,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
567,특성별,2순위,1.5,독립유공자,%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
568,특성별,2순위,15.2,독립유공자,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
569,특성별,2순위,11.1,독립유공자,%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
570,특성별,2순위,3.7,독립유공자,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
571,특성별,2순위,2.6,독립유공자,%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
572,특성별,2순위,7.7,독립유공자,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
573,특성별,2순위,7.3,독립유공자,%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
574,특성별,2순위,16.5,독립유공자,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
575,특성별,2순위,11.8,독립유공자,%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
576,특성별,1순위,15.5,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
577,특성별,1순위,4,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
578,특성별,1순위,3.5,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
579,특성별,1순위,3,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
580,특성별,1순위,0.9,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
581,특성별,1순위,1.7,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
582,특성별,1순위,24.5,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
583,특성별,1순위,17.4,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
584,특성별,1순위,14,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
585,특성별,1순위,7.5,국가유공자(본인),%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
586,특성별,1순위,39.5,국가유공자(본인),%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
587,특성별,1순위,2,국가유공자(본인),%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
588,특성별,1순위,0.5,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
589,특성별,1순위,0.5,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
590,특성별,1순위,0.8,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
591,특성별,1순위,0.9,국가유공자(본인),%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
592,특성별,1순위,4.5,국가유공자(본인),%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
593,특성별,1순위,0.6,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
594,특성별,1순위,0.9,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
595,특성별,1순위,2.3,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
596,특성별,1순위,62.5,국가유공자(본인),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
597,특성별,1순위,64.3,국가유공자(본인),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
598,특성별,1순위,1.8,국가유공자(본인),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
599,특성별,1순위,1.2,국가유공자(본인),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
600,특성별,1순위,5.7,국가유공자(본인),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
601,특성별,1순위,4.2,국가유공자(본인),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
602,특성별,1순위,1,국가유공자(본인),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
603,특성별,1순위,0.3,국가유공자(본인),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
604,특성별,1순위,2.9,국가유공자(본인),%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
605,특성별,1순위,4.9,국가유공자(본인),%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
606,특성별,1순위,2.4,국가유공자(본인),%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
607,특성별,1순위,2.7,국가유공자(본인),%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
608,특성별,2순위,9.5,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
609,특성별,2순위,6.5,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
610,특성별,2순위,6.9,국가유공자(본인),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
611,특성별,2순위,4.3,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
612,특성별,2순위,3.5,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
613,특성별,2순위,3.1,국가유공자(본인),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
614,특성별,2순위,22.5,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
615,특성별,2순위,36.3,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
616,특성별,2순위,42.8,국가유공자(본인),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
617,특성별,2순위,15.1,국가유공자(본인),%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
618,특성별,2순위,27.3,국가유공자(본인),%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
619,특성별,2순위,7.1,국가유공자(본인),%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
620,특성별,2순위,3,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
621,특성별,2순위,1.8,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
622,특성별,2순위,1.1,국가유공자(본인),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
623,특성별,2순위,1.9,국가유공자(본인),%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
624,특성별,2순위,9.1,국가유공자(본인),%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
625,특성별,2순위,0.1,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
626,특성별,2순위,0.7,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
627,특성별,2순위,1.3,국가유공자(본인),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
628,특성별,2순위,7.5,국가유공자(본인),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
629,특성별,2순위,10.9,국가유공자(본인),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
630,특성별,2순위,5.4,국가유공자(본인),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
631,특성별,2순위,4.1,국가유공자(본인),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
632,특성별,2순위,14.5,국가유공자(본인),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
633,특성별,2순위,9.6,국가유공자(본인),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
634,특성별,2순위,2,국가유공자(본인),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
635,특성별,2순위,2.5,국가유공자(본인),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
636,특성별,2순위,9.5,국가유공자(본인),%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
637,특성별,2순위,8.1,국가유공자(본인),%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
638,특성별,2순위,12.2,국가유공자(본인),%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
639,특성별,2순위,9.6,국가유공자(본인),%,재가복지서비스,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
640,특성별,1순위,7.9,국가유공자(유족),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
641,특성별,1순위,2.7,국가유공자(유족),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
642,특성별,1순위,2.2,국가유공자(유족),%,취업,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
643,특성별,1순위,2.6,국가유공자(유족),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
644,특성별,1순위,0.7,국가유공자(유족),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
645,특성별,1순위,0.7,국가유공자(유족),%,교육,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
646,특성별,1순위,27.9,국가유공자(유족),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
647,특성별,1순위,19.2,국가유공자(유족),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
648,특성별,1순위,16.5,국가유공자(유족),%,의료지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
649,특성별,1순위,7.8,국가유공자(유족),%,주거,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
650,특성별,1순위,46.1,국가유공자(유족),%,소득보장,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
651,특성별,1순위,1.1,국가유공자(유족),%,문화 및 여가,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
652,특성별,1순위,0.1,국가유공자(유족),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
653,특성별,1순위,0.2,국가유공자(유족),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
654,특성별,1순위,0.3,국가유공자(유족),%,사회적응,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
655,특성별,1순위,0.3,국가유공자(유족),%,법률지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
656,특성별,1순위,3.2,국가유공자(유족),%,보훈 문화 확산,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
657,특성별,1순위,0.4,국가유공자(유족),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
658,특성별,1순위,0.7,국가유공자(유족),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
659,특성별,1순위,1.1,국가유공자(유족),%,기타,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
660,특성별,1순위,61.9,국가유공자(유족),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
661,특성별,1순위,67,국가유공자(유족),%,보훈급여금,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
662,특성별,1순위,1.5,국가유공자(유족),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
663,특성별,1순위,1.1,국가유공자(유족),%,대부,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
664,특성별,1순위,6.4,국가유공자(유족),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
665,특성별,1순위,4.5,국가유공자(유족),%,양로지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
666,특성별,1순위,0.8,국가유공자(유족),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
667,특성별,1순위,0.4,국가유공자(유족),%,사망시 지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
668,특성별,1순위,2.9,국가유공자(유족),%,예우지원,T001,DT_109006_M006,국가보훈처정책에서 우선적으로 확대되어야 할 분야,분야별,순위별,국가보훈부 정책에서 개선되어야 할 분야
